City,State,SizeRank,Date,House_Value
Fort Myers,FL,84,2014-12-01,187559
Lakeland,FL,88,2014-12-01,133418
Daytona Beach,FL,90,2014-12-01,151286
Melbourne,FL,97,2014-12-01,151254
Modesto,CA,102,2014-12-01,229012
Durham,NC,104,2014-12-01,199629
Santa Rosa,CA,105,2014-12-01,492641
Pensacola,FL,110,2014-12-01,137289
Visalia,CA,111,2014-12-01,165229
Corpus Christi,TX,115,2014-12-01,133669
Asheville,NC,118,2014-12-01,200906
Port St. Lucie,FL,119,2014-12-01,160337
Santa Maria-Santa Barbara,CA,120,2014-12-01,531925
Salinas,CA,123,2014-12-01,442480
Vallejo,CA,124,2014-12-01,328831
Brownsville,TX,127,2014-12-01,94166
Killeen,TX,128,2014-12-01,123665
Beaumont,TX,130,2014-12-01,106263
Tallahassee,FL,140,2014-12-01,144283
Fayetteville,NC,142,2014-12-01,119018
Hickory,NC,143,2014-12-01,113976
Ocala,FL,149,2014-12-01,116384
Naples,FL,151,2014-12-01,298484
Utica,NY,160,2014-12-01,108601
Lubbock,TX,163,2014-12-01,118669
San Luis Obispo,CA,169,2014-12-01,494057
Gainesville,FL,170,2014-12-01,148055
Santa Cruz,CA,171,2014-12-01,653012
Merced,CA,174,2014-12-01,188139
Wilmington,NC,175,2014-12-01,200415
Waco,TX,178,2014-12-01,115173
Amarillo,TX,180,2014-12-01,120926
Binghamton,NY,181,2014-12-01,106979
Laredo,TX,184,2014-12-01,136819
Crestview-Fort Walton Beach-Destin,FL,187,2014-12-01,210799
College Station,TX,192,2014-12-01,160609
Chico,CA,196,2014-12-01,229115
Longview,TX,200,2014-12-01,116030
Prescott,AZ,202,2014-12-01,232229
Tyler,TX,204,2014-12-01,133514
Lake Havasu City,AZ,213,2014-12-01,172319
Yuma,AZ,218,2014-12-01,128799
Panama City,FL,226,2014-12-01,170515
Kingston,NY,227,2014-12-01,207225
Jacksonville,NC,232,2014-12-01,140698
Redding,CA,233,2014-12-01,208537
El Centro,CA,236,2014-12-01,184105
Greenville,NC,241,2014-12-01,121537
Yuba City,CA,244,2014-12-01,209153
Abilene,TX,245,2014-12-01,110312
Punta Gorda,FL,251,2014-12-01,156892
Hanford,CA,266,2014-12-01,169795
Rocky Mount,NC,268,2014-12-01,91360
Wichita Falls,TX,270,2014-12-01,90401
Burlington,NC,271,2014-12-01,NA
Madera,CA,272,2014-12-01,201408
Texarkana,TX,275,2014-12-01,89174
Midland,TX,288,2014-12-01,217662
Homosassa Springs,FL,289,2014-12-01,111124
Vero Beach,FL,295,2014-12-01,162262
Odessa,TX,296,2014-12-01,143533
Napa,CA,297,2014-12-01,537099
Jamestown,NY,300,2014-12-01,85097
Eureka,CA,301,2014-12-01,250090
Flagstaff,AZ,303,2014-12-01,280068
Lumberton,NC,304,2014-12-01,NA
Sierra Vista,AZ,309,2014-12-01,NA
Glens Falls,NY,315,2014-12-01,161733
New Bern,NC,319,2014-12-01,134695
Goldsboro,NC,327,2014-12-01,112612
Sherman,TX,331,2014-12-01,112594
Watertown,NY,337,2014-12-01,132704
Dunn,NC,343,2014-12-01,151154
Ogdensburg,NY,348,2014-12-01,78508
San Angelo,TX,349,2014-12-01,117692
Show Low,AZ,362,2014-12-01,164933
Ithaca,NY,373,2014-12-01,195868
Corning,NY,381,2014-12-01,94972
Sebring,FL,382,2014-12-01,95034
Truckee,CA,383,2014-12-01,371875
Shelby,NC,386,2014-12-01,90858
The Villages,FL,398,2014-12-01,244462
Elmira,NY,413,2014-12-01,96376
Pinehurst-Southern Pines,NC,416,2014-12-01,189673
Ukiah,CA,417,2014-12-01,318106
Lufkin,TX,419,2014-12-01,93373
Huntsville,TX,432,2014-12-01,130716
Plattsburgh,NY,433,2014-12-01,151310
Wilson,NC,439,2014-12-01,103113
Olean,NY,441,2014-12-01,79671
Auburn,NY,442,2014-12-01,104778
Athens,TX,444,2014-12-01,117344
Roanoke Rapids,NC,456,2014-12-01,59291
Palatka,FL,462,2014-12-01,85986
Mount Airy,NC,464,2014-12-01,107039
Key West,FL,466,2014-12-01,NA
North Wilkesboro,NC,480,2014-12-01,102051
Forest City,NC,484,2014-12-01,98404
Lake City,FL,485,2014-12-01,113520
Morehead City,NC,490,2014-12-01,231716
Marshall,TX,494,2014-12-01,112813
Clearlake,CA,499,2014-12-01,182652
Nacogdoches,TX,500,2014-12-01,122888
Elizabeth City,NC,503,2014-12-01,154220
Red Bluff,CA,506,2014-12-01,214000
Hudson,NY,507,2014-12-01,210610
Oneonta,NY,512,2014-12-01,126504
Rio Grande City,TX,520,2014-12-01,53621
Albemarle,NC,525,2014-12-01,117519
Batavia,NY,530,2014-12-01,101823
Oxford,NC,531,2014-12-01,140617
Kinston,NC,535,2014-12-01,77339
Palestine,TX,537,2014-12-01,89313
Sanford,NC,541,2014-12-01,117448
Gloversville,NY,547,2014-12-01,103779
Sonora,CA,548,2014-12-01,NA
Eagle Pass,TX,557,2014-12-01,104805
Payson,AZ,559,2014-12-01,176205
Malone,NY,577,2014-12-01,86264
Boone,NC,582,2014-12-01,237151
Jacksonville,TX,584,2014-12-01,94805
Amsterdam,NY,589,2014-12-01,96049
Paris,TX,591,2014-12-01,83503
Kerrville,TX,592,2014-12-01,181954
Cortland,NY,595,2014-12-01,101695
Del Rio,TX,597,2014-12-01,99558
Washington,NC,600,2014-12-01,116649
Corsicana,TX,601,2014-12-01,84622
Nogales,AZ,608,2014-12-01,123173
Rockingham,NC,619,2014-12-01,60747
Henderson,NC,634,2014-12-01,68722
Marion,NC,640,2014-12-01,119486
El Campo,TX,675,2014-12-01,111239
Alice,TX,680,2014-12-01,120384
Cullowhee,NC,686,2014-12-01,209913
Okeechobee,FL,692,2014-12-01,111084
Clewiston,FL,700,2014-12-01,94817
Gainesville,TX,712,2014-12-01,136316
Kill Devil Hills,NC,714,2014-12-01,326196
Brownwood,TX,716,2014-12-01,90126
Stephenville,TX,717,2014-12-01,127224
Safford,AZ,724,2014-12-01,127803
Bay City,TX,737,2014-12-01,115781
Plainview,TX,746,2014-12-01,66435
Big Spring,TX,747,2014-12-01,84281
Laurinburg,NC,748,2014-12-01,66093
Seneca Falls,NY,755,2014-12-01,93031
Susanville,CA,757,2014-12-01,147925
Arcadia,FL,759,2014-12-01,95660
Brenham,TX,769,2014-12-01,168611
Brevard,NC,773,2014-12-01,189898
Kingsville,TX,781,2014-12-01,81949
Mount Pleasant,TX,783,2014-12-01,104730
Beeville,TX,788,2014-12-01,88070
Crescent City,CA,815,2014-12-01,193092
Mineral Wells,TX,820,2014-12-01,103293
Wauchula,FL,824,2014-12-01,89340
Uvalde,TX,833,2014-12-01,95097
Fredericksburg,TX,849,2014-12-01,244620
Levelland,TX,862,2014-12-01,88829
Pampa,TX,866,2014-12-01,51490
Borger,TX,873,2014-12-01,57092
Raymondville,TX,874,2014-12-01,51479
Dumas,TX,877,2014-12-01,86532
Port Lavaca,TX,881,2014-12-01,111782
Hereford,TX,891,2014-12-01,57783
Snyder,TX,898,2014-12-01,72539
Sweetwater,TX,904,2014-12-01,56374
Andrews,TX,905,2014-12-01,107467
Zapata,TX,906,2014-12-01,70732
Lamesa,TX,908,2014-12-01,52456
Pecos,TX,910,2014-12-01,NA
Vernon,TX,911,2014-12-01,56975
New York,NY,1,2015-01-01,405732
Los Angeles-Long Beach-Anaheim,CA,2,2015-01-01,521478
Dallas-Fort Worth,TX,4,2015-01-01,173045
Houston,TX,6,2015-01-01,177286
Miami-Fort Lauderdale,FL,8,2015-01-01,225186
San Francisco,CA,11,2015-01-01,786815
Riverside,CA,13,2015-01-01,290191
Phoenix,AZ,14,2015-01-01,205304
San Diego,CA,17,2015-01-01,467299
Tampa,FL,19,2015-01-01,156211
Charlotte,NC,24,2015-01-01,165027
Sacramento,CA,25,2015-01-01,311948
San Antonio,TX,26,2015-01-01,156036
Orlando,FL,27,2015-01-01,177747
San Jose,CA,34,2015-01-01,914356
Austin,TX,35,2015-01-01,258723
Jacksonville,FL,40,2015-01-01,166893
Buffalo,NY,47,2015-01-01,133418
Raleigh,NC,48,2015-01-01,218432
Rochester,NY,51,2015-01-01,128440
Tucson,AZ,53,2015-01-01,170292
Fresno,CA,56,2015-01-01,195965
Albany,NY,60,2015-01-01,179483
Bakersfield,CA,63,2015-01-01,187372
Ventura,CA,66,2015-01-01,502643
El Paso,TX,68,2015-01-01,118399
McAllen,TX,71,2015-01-01,90791
Greensboro,NC,73,2015-01-01,123540
North Port-Sarasota-Bradenton,FL,75,2015-01-01,214309
Stockton,CA,77,2015-01-01,266527
Syracuse,NY,79,2015-01-01,124364
Winston-Salem,NC,81,2015-01-01,126745
Fort Myers,FL,84,2015-01-01,189680
Lakeland,FL,88,2015-01-01,134203
Daytona Beach,FL,90,2015-01-01,151738
Melbourne,FL,97,2015-01-01,153290
Modesto,CA,102,2015-01-01,230066
Durham,NC,104,2015-01-01,200126
Santa Rosa,CA,105,2015-01-01,498509
Pensacola,FL,110,2015-01-01,137869
Visalia,CA,111,2015-01-01,167428
Corpus Christi,TX,115,2015-01-01,134454
Asheville,NC,118,2015-01-01,202017
Port St. Lucie,FL,119,2015-01-01,161588
Santa Maria-Santa Barbara,CA,120,2015-01-01,531281
Salinas,CA,123,2015-01-01,445282
Vallejo,CA,124,2015-01-01,332235
Brownsville,TX,127,2015-01-01,94106
Killeen,TX,128,2015-01-01,124182
Beaumont,TX,130,2015-01-01,106773
Tallahassee,FL,140,2015-01-01,145007
Fayetteville,NC,142,2015-01-01,118759
Hickory,NC,143,2015-01-01,114202
Ocala,FL,149,2015-01-01,116691
Naples,FL,151,2015-01-01,302287
Utica,NY,160,2015-01-01,108548
Lubbock,TX,163,2015-01-01,118973
San Luis Obispo,CA,169,2015-01-01,497303
Gainesville,FL,170,2015-01-01,148453
Santa Cruz,CA,171,2015-01-01,658863
Merced,CA,174,2015-01-01,188485
Wilmington,NC,175,2015-01-01,201111
Waco,TX,178,2015-01-01,114917
Amarillo,TX,180,2015-01-01,121221
Binghamton,NY,181,2015-01-01,106560
Laredo,TX,184,2015-01-01,138207
Crestview-Fort Walton Beach-Destin,FL,187,2015-01-01,210551
College Station,TX,192,2015-01-01,161483
Chico,CA,196,2015-01-01,231505
Longview,TX,200,2015-01-01,116727
Prescott,AZ,202,2015-01-01,231950
Tyler,TX,204,2015-01-01,134172
Lake Havasu City,AZ,213,2015-01-01,172436
Yuma,AZ,218,2015-01-01,128800
Panama City,FL,226,2015-01-01,170764
Kingston,NY,227,2015-01-01,208806
Jacksonville,NC,232,2015-01-01,140615
Redding,CA,233,2015-01-01,210296
El Centro,CA,236,2015-01-01,188536
Greenville,NC,241,2015-01-01,121481
Yuba City,CA,244,2015-01-01,209939
Abilene,TX,245,2015-01-01,110239
Punta Gorda,FL,251,2015-01-01,159167
Hanford,CA,266,2015-01-01,169970
Rocky Mount,NC,268,2015-01-01,91042
Wichita Falls,TX,270,2015-01-01,90607
Burlington,NC,271,2015-01-01,129547
Madera,CA,272,2015-01-01,202414
Texarkana,TX,275,2015-01-01,89573
Midland,TX,288,2015-01-01,219839
Homosassa Springs,FL,289,2015-01-01,112412
Vero Beach,FL,295,2015-01-01,163654
Odessa,TX,296,2015-01-01,144113
Napa,CA,297,2015-01-01,541560
Jamestown,NY,300,2015-01-01,85181
Eureka,CA,301,2015-01-01,249563
Flagstaff,AZ,303,2015-01-01,281800
Lumberton,NC,304,2015-01-01,59984
Sierra Vista,AZ,309,2015-01-01,NA
Glens Falls,NY,315,2015-01-01,161717
New Bern,NC,319,2015-01-01,133267
Goldsboro,NC,327,2015-01-01,113056
Sherman,TX,331,2015-01-01,113836
Watertown,NY,337,2015-01-01,133998
Dunn,NC,343,2015-01-01,150000
Ogdensburg,NY,348,2015-01-01,78611
San Angelo,TX,349,2015-01-01,117751
Show Low,AZ,362,2015-01-01,164887
Ithaca,NY,373,2015-01-01,196788
Corning,NY,381,2015-01-01,94736
Sebring,FL,382,2015-01-01,95259
Truckee,CA,383,2015-01-01,373088
Shelby,NC,386,2015-01-01,91196
The Villages,FL,398,2015-01-01,244137
Elmira,NY,413,2015-01-01,96158
Pinehurst-Southern Pines,NC,416,2015-01-01,189726
Ukiah,CA,417,2015-01-01,319698
Lufkin,TX,419,2015-01-01,93966
Huntsville,TX,432,2015-01-01,131280
Plattsburgh,NY,433,2015-01-01,151694
Wilson,NC,439,2015-01-01,103313
Olean,NY,441,2015-01-01,79224
Auburn,NY,442,2015-01-01,106295
Athens,TX,444,2015-01-01,118058
Roanoke Rapids,NC,456,2015-01-01,59387
Palatka,FL,462,2015-01-01,86848
Mount Airy,NC,464,2015-01-01,107344
Key West,FL,466,2015-01-01,502201
North Wilkesboro,NC,480,2015-01-01,102717
Forest City,NC,484,2015-01-01,98670
Lake City,FL,485,2015-01-01,114531
Morehead City,NC,490,2015-01-01,232493
Marshall,TX,494,2015-01-01,113348
Clearlake,CA,499,2015-01-01,183132
Nacogdoches,TX,500,2015-01-01,123557
Elizabeth City,NC,503,2015-01-01,154399
Red Bluff,CA,506,2015-01-01,214663
Hudson,NY,507,2015-01-01,211303
Oneonta,NY,512,2015-01-01,126987
Rio Grande City,TX,520,2015-01-01,53741
Albemarle,NC,525,2015-01-01,117908
Batavia,NY,530,2015-01-01,102276
Oxford,NC,531,2015-01-01,141008
Kinston,NC,535,2015-01-01,77515
Palestine,TX,537,2015-01-01,89936
Sanford,NC,541,2015-01-01,117638
Gloversville,NY,547,2015-01-01,104190
Sonora,CA,548,2015-01-01,NA
Eagle Pass,TX,557,2015-01-01,105529
Payson,AZ,559,2015-01-01,177478
Malone,NY,577,2015-01-01,86508
Boone,NC,582,2015-01-01,237819
Jacksonville,TX,584,2015-01-01,95499
Amsterdam,NY,589,2015-01-01,96305
Paris,TX,591,2015-01-01,83880
Kerrville,TX,592,2015-01-01,182963
Cortland,NY,595,2015-01-01,102221
Del Rio,TX,597,2015-01-01,100120
Washington,NC,600,2015-01-01,117143
Corsicana,TX,601,2015-01-01,84965
Nogales,AZ,608,2015-01-01,123904
Rockingham,NC,619,2015-01-01,60903
Henderson,NC,634,2015-01-01,68741
Marion,NC,640,2015-01-01,119836
El Campo,TX,675,2015-01-01,111924
Alice,TX,680,2015-01-01,121285
Cullowhee,NC,686,2015-01-01,210198
Okeechobee,FL,692,2015-01-01,111857
Clewiston,FL,700,2015-01-01,95710
Gainesville,TX,712,2015-01-01,136934
Kill Devil Hills,NC,714,2015-01-01,327386
Brownwood,TX,716,2015-01-01,90506
Stephenville,TX,717,2015-01-01,127833
Safford,AZ,724,2015-01-01,128791
Bay City,TX,737,2015-01-01,116403
Plainview,TX,746,2015-01-01,66828
Big Spring,TX,747,2015-01-01,84406
Laurinburg,NC,748,2015-01-01,66233
Seneca Falls,NY,755,2015-01-01,93329
Susanville,CA,757,2015-01-01,148378
Arcadia,FL,759,2015-01-01,96480
Brenham,TX,769,2015-01-01,169546
Brevard,NC,773,2015-01-01,190619
Kingsville,TX,781,2015-01-01,82416
Mount Pleasant,TX,783,2015-01-01,104913
Beeville,TX,788,2015-01-01,88802
Crescent City,CA,815,2015-01-01,194354
Mineral Wells,TX,820,2015-01-01,103860
Wauchula,FL,824,2015-01-01,89988
Uvalde,TX,833,2015-01-01,95735
Fredericksburg,TX,849,2015-01-01,246391
Levelland,TX,862,2015-01-01,89391
Pampa,TX,866,2015-01-01,51721
Borger,TX,873,2015-01-01,57405
Raymondville,TX,874,2015-01-01,51875
Dumas,TX,877,2015-01-01,87399
Port Lavaca,TX,881,2015-01-01,112312
Hereford,TX,891,2015-01-01,58126
Snyder,TX,898,2015-01-01,73053
Sweetwater,TX,904,2015-01-01,56810
Andrews,TX,905,2015-01-01,108400
Zapata,TX,906,2015-01-01,71453
Lamesa,TX,908,2015-01-01,52576
Pecos,TX,910,2015-01-01,NA
Vernon,TX,911,2015-01-01,57225
New York,NY,1,2015-02-01,406974
Los Angeles-Long Beach-Anaheim,CA,2,2015-02-01,526948
Dallas-Fort Worth,TX,4,2015-02-01,174451
Houston,TX,6,2015-02-01,178612
Miami-Fort Lauderdale,FL,8,2015-02-01,227094
San Francisco,CA,11,2015-02-01,796566
Riverside,CA,13,2015-02-01,291786
Phoenix,AZ,14,2015-02-01,206133
San Diego,CA,17,2015-02-01,468699
Tampa,FL,19,2015-02-01,157381
Charlotte,NC,24,2015-02-01,166103
Sacramento,CA,25,2015-02-01,313885
San Antonio,TX,26,2015-02-01,157105
Orlando,FL,27,2015-02-01,178813
San Jose,CA,34,2015-02-01,920714
Austin,TX,35,2015-02-01,259950
Jacksonville,FL,40,2015-02-01,167210
Buffalo,NY,47,2015-02-01,133270
Raleigh,NC,48,2015-02-01,219113
Rochester,NY,51,2015-02-01,128202
Tucson,AZ,53,2015-02-01,169813
Fresno,CA,56,2015-02-01,196886
Albany,NY,60,2015-02-01,179658
Bakersfield,CA,63,2015-02-01,188130
Ventura,CA,66,2015-02-01,505608
El Paso,TX,68,2015-02-01,118276
McAllen,TX,71,2015-02-01,90993
Greensboro,NC,73,2015-02-01,124182
North Port-Sarasota-Bradenton,FL,75,2015-02-01,216185
Stockton,CA,77,2015-02-01,268934
Syracuse,NY,79,2015-02-01,124248
Winston-Salem,NC,81,2015-02-01,126820
Fort Myers,FL,84,2015-02-01,191969
Lakeland,FL,88,2015-02-01,135142
Daytona Beach,FL,90,2015-02-01,151961
Melbourne,FL,97,2015-02-01,154686
Modesto,CA,102,2015-02-01,230916
Durham,NC,104,2015-02-01,200729
Santa Rosa,CA,105,2015-02-01,498408
Pensacola,FL,110,2015-02-01,139158
Visalia,CA,111,2015-02-01,169330
Corpus Christi,TX,115,2015-02-01,135061
Asheville,NC,118,2015-02-01,203153
Port St. Lucie,FL,119,2015-02-01,162811
Santa Maria-Santa Barbara,CA,120,2015-02-01,533342
Salinas,CA,123,2015-02-01,446915
Vallejo,CA,124,2015-02-01,334537
Brownsville,TX,127,2015-02-01,94374
Killeen,TX,128,2015-02-01,124797
Beaumont,TX,130,2015-02-01,107132
Tallahassee,FL,140,2015-02-01,145430
Fayetteville,NC,142,2015-02-01,118271
Hickory,NC,143,2015-02-01,114479
Ocala,FL,149,2015-02-01,117476
Naples,FL,151,2015-02-01,305455
Utica,NY,160,2015-02-01,108041
Lubbock,TX,163,2015-02-01,118205
San Luis Obispo,CA,169,2015-02-01,499958
Gainesville,FL,170,2015-02-01,148224
Santa Cruz,CA,171,2015-02-01,658392
Merced,CA,174,2015-02-01,190139
Wilmington,NC,175,2015-02-01,202045
Waco,TX,178,2015-02-01,115377
Amarillo,TX,180,2015-02-01,121447
Binghamton,NY,181,2015-02-01,106419
Laredo,TX,184,2015-02-01,139918
Crestview-Fort Walton Beach-Destin,FL,187,2015-02-01,211755
College Station,TX,192,2015-02-01,162410
Chico,CA,196,2015-02-01,231740
Longview,TX,200,2015-02-01,117480
Prescott,AZ,202,2015-02-01,233154
Tyler,TX,204,2015-02-01,134975
Lake Havasu City,AZ,213,2015-02-01,172869
Yuma,AZ,218,2015-02-01,128789
Panama City,FL,226,2015-02-01,170638
Kingston,NY,227,2015-02-01,209428
Jacksonville,NC,232,2015-02-01,140548
Redding,CA,233,2015-02-01,212713
El Centro,CA,236,2015-02-01,192141
Greenville,NC,241,2015-02-01,121908
Yuba City,CA,244,2015-02-01,210770
Abilene,TX,245,2015-02-01,110169
Punta Gorda,FL,251,2015-02-01,160395
Hanford,CA,266,2015-02-01,171071
Rocky Mount,NC,268,2015-02-01,90750
Wichita Falls,TX,270,2015-02-01,90801
Burlington,NC,271,2015-02-01,130230
Madera,CA,272,2015-02-01,201220
Texarkana,TX,275,2015-02-01,90087
Midland,TX,288,2015-02-01,220374
Homosassa Springs,FL,289,2015-02-01,113083
Vero Beach,FL,295,2015-02-01,165156
Odessa,TX,296,2015-02-01,144727
Napa,CA,297,2015-02-01,547460
Jamestown,NY,300,2015-02-01,84961
Eureka,CA,301,2015-02-01,249560
Flagstaff,AZ,303,2015-02-01,285272
Lumberton,NC,304,2015-02-01,60090
Sierra Vista,AZ,309,2015-02-01,NA
Glens Falls,NY,315,2015-02-01,161981
New Bern,NC,319,2015-02-01,133094
Goldsboro,NC,327,2015-02-01,113562
Sherman,TX,331,2015-02-01,116437
Watertown,NY,337,2015-02-01,134288
Dunn,NC,343,2015-02-01,148787
Ogdensburg,NY,348,2015-02-01,78734
San Angelo,TX,349,2015-02-01,118216
Show Low,AZ,362,2015-02-01,165242
Ithaca,NY,373,2015-02-01,197475
Corning,NY,381,2015-02-01,94798
Sebring,FL,382,2015-02-01,95323
Truckee,CA,383,2015-02-01,374029
Shelby,NC,386,2015-02-01,91563
The Villages,FL,398,2015-02-01,243860
Elmira,NY,413,2015-02-01,95755
Pinehurst-Southern Pines,NC,416,2015-02-01,189933
Ukiah,CA,417,2015-02-01,321399
Lufkin,TX,419,2015-02-01,94625
Huntsville,TX,432,2015-02-01,131858
Plattsburgh,NY,433,2015-02-01,152179
Wilson,NC,439,2015-02-01,103463
Olean,NY,441,2015-02-01,79467
Auburn,NY,442,2015-02-01,108703
Athens,TX,444,2015-02-01,118856
Roanoke Rapids,NC,456,2015-02-01,59559
Palatka,FL,462,2015-02-01,87660
Mount Airy,NC,464,2015-02-01,107599
Key West,FL,466,2015-02-01,503219
North Wilkesboro,NC,480,2015-02-01,103538
Forest City,NC,484,2015-02-01,98950
Lake City,FL,485,2015-02-01,115399
Morehead City,NC,490,2015-02-01,233573
Marshall,TX,494,2015-02-01,114023
Clearlake,CA,499,2015-02-01,183536
Nacogdoches,TX,500,2015-02-01,124400
Elizabeth City,NC,503,2015-02-01,154730
Red Bluff,CA,506,2015-02-01,215480
Hudson,NY,507,2015-02-01,211908
Oneonta,NY,512,2015-02-01,127524
Rio Grande City,TX,520,2015-02-01,53822
Albemarle,NC,525,2015-02-01,118361
Batavia,NY,530,2015-02-01,102642
Oxford,NC,531,2015-02-01,141544
Kinston,NC,535,2015-02-01,77811
Palestine,TX,537,2015-02-01,90469
Sanford,NC,541,2015-02-01,117911
Gloversville,NY,547,2015-02-01,104626
Sonora,CA,548,2015-02-01,NA
Eagle Pass,TX,557,2015-02-01,106431
Payson,AZ,559,2015-02-01,178943
Malone,NY,577,2015-02-01,86713
Boone,NC,582,2015-02-01,238501
Jacksonville,TX,584,2015-02-01,96313
Amsterdam,NY,589,2015-02-01,96562
Paris,TX,591,2015-02-01,84214
Kerrville,TX,592,2015-02-01,184054
Cortland,NY,595,2015-02-01,102683
Del Rio,TX,597,2015-02-01,100808
Washington,NC,600,2015-02-01,117500
Corsicana,TX,601,2015-02-01,85339
Nogales,AZ,608,2015-02-01,124748
Rockingham,NC,619,2015-02-01,61154
Henderson,NC,634,2015-02-01,68833
Marion,NC,640,2015-02-01,120257
El Campo,TX,675,2015-02-01,112770
Alice,TX,680,2015-02-01,122474
Cullowhee,NC,686,2015-02-01,210860
Okeechobee,FL,692,2015-02-01,112646
Clewiston,FL,700,2015-02-01,96672
Gainesville,TX,712,2015-02-01,137473
Kill Devil Hills,NC,714,2015-02-01,328491
Brownwood,TX,716,2015-02-01,91042
Stephenville,TX,717,2015-02-01,128432
Safford,AZ,724,2015-02-01,129902
Bay City,TX,737,2015-02-01,117395
Plainview,TX,746,2015-02-01,67225
Big Spring,TX,747,2015-02-01,84983
Laurinburg,NC,748,2015-02-01,66401
Seneca Falls,NY,755,2015-02-01,93596
Susanville,CA,757,2015-02-01,148978
Arcadia,FL,759,2015-02-01,97259
Brenham,TX,769,2015-02-01,170518
Brevard,NC,773,2015-02-01,191446
Kingsville,TX,781,2015-02-01,82877
Mount Pleasant,TX,783,2015-02-01,105092
Beeville,TX,788,2015-02-01,89424
Crescent City,CA,815,2015-02-01,195621
Mineral Wells,TX,820,2015-02-01,104445
Wauchula,FL,824,2015-02-01,90740
Uvalde,TX,833,2015-02-01,96524
Fredericksburg,TX,849,2015-02-01,248248
Levelland,TX,862,2015-02-01,89975
Pampa,TX,866,2015-02-01,51947
Borger,TX,873,2015-02-01,57773
Raymondville,TX,874,2015-02-01,52704
Dumas,TX,877,2015-02-01,88239
Port Lavaca,TX,881,2015-02-01,112856
Hereford,TX,891,2015-02-01,58466
Snyder,TX,898,2015-02-01,73586
Sweetwater,TX,904,2015-02-01,57244
Andrews,TX,905,2015-02-01,109351
Zapata,TX,906,2015-02-01,72387
Lamesa,TX,908,2015-02-01,52776
Pecos,TX,910,2015-02-01,NA
Vernon,TX,911,2015-02-01,57575
New York,NY,1,2015-03-01,408013
Los Angeles-Long Beach-Anaheim,CA,2,2015-03-01,531293
Dallas-Fort Worth,TX,4,2015-03-01,176102
Houston,TX,6,2015-03-01,180168
Miami-Fort Lauderdale,FL,8,2015-03-01,228228
San Francisco,CA,11,2015-03-01,807506
Riverside,CA,13,2015-03-01,293172
Phoenix,AZ,14,2015-03-01,208162
San Diego,CA,17,2015-03-01,474140
Tampa,FL,19,2015-03-01,158036
Charlotte,NC,24,2015-03-01,167569
Sacramento,CA,25,2015-03-01,317046
San Antonio,TX,26,2015-03-01,157993
Orlando,FL,27,2015-03-01,179475
San Jose,CA,34,2015-03-01,934277
Austin,TX,35,2015-03-01,261335
Jacksonville,FL,40,2015-03-01,168223
Buffalo,NY,47,2015-03-01,133212
Raleigh,NC,48,2015-03-01,220252
Rochester,NY,51,2015-03-01,128190
Tucson,AZ,53,2015-03-01,170497
Fresno,CA,56,2015-03-01,197000
Albany,NY,60,2015-03-01,179662
Bakersfield,CA,63,2015-03-01,188900
Ventura,CA,66,2015-03-01,506678
El Paso,TX,68,2015-03-01,118166
McAllen,TX,71,2015-03-01,91308
Greensboro,NC,73,2015-03-01,124867
North Port-Sarasota-Bradenton,FL,75,2015-03-01,218217
Stockton,CA,77,2015-03-01,270796
Syracuse,NY,79,2015-03-01,123801
Winston-Salem,NC,81,2015-03-01,127110
Fort Myers,FL,84,2015-03-01,194814
Lakeland,FL,88,2015-03-01,135664
Daytona Beach,FL,90,2015-03-01,152546
Melbourne,FL,97,2015-03-01,156327
Modesto,CA,102,2015-03-01,232113
Durham,NC,104,2015-03-01,201130
Santa Rosa,CA,105,2015-03-01,499718
Pensacola,FL,110,2015-03-01,140502
Visalia,CA,111,2015-03-01,170695
Corpus Christi,TX,115,2015-03-01,135785
Asheville,NC,118,2015-03-01,204131
Port St. Lucie,FL,119,2015-03-01,163902
Santa Maria-Santa Barbara,CA,120,2015-03-01,535619
Salinas,CA,123,2015-03-01,451450
Vallejo,CA,124,2015-03-01,338219
Brownsville,TX,127,2015-03-01,95045
Killeen,TX,128,2015-03-01,125112
Beaumont,TX,130,2015-03-01,107462
Tallahassee,FL,140,2015-03-01,145475
Fayetteville,NC,142,2015-03-01,118064
Hickory,NC,143,2015-03-01,114791
